,Categ,Priority,O*NET-SOC Code,Title,Description,Total Employment,Mean Hourly Wage,25th Percentile Hourly Wage,Median Hourly Wage,75th Percentile Hourly Wage,"Employment change, numeric, 2022-32","Employment change, percent, 2022-32",sustainable_wage,sustainable_wage_ind,stable_employment
0,mfg,1.0,11-3051.00,Industrial Production Managers,"Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications.","211,710",58.13,41.03,51.71,67.03,3.6,1.6,26.69,True,True
1,mfg,1.0,11-3051.01,Quality Control Systems Managers,"Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.","211,710",58.13,41.03,51.71,67.03,3.6,1.6,26.69,True,True
2,mfg,1.0,17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.","321,400",47.39,37.31,46.32,56.25,38.4,11.7,21.3,True,True
3,mfg,1.0,17-2112.03,Manufacturing Engineers,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs.","321,400",47.39,37.31,46.32,56.25,38.4,11.7,21.3,True,True
4,mfg,1.0,17-2141.00,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.","277,560",48.47,37.01,46.31,58.98,28.5,10.0,21.290000000000003,True,True
5,mfg,1.0,17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
6,mfg,1.0,17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
7,mfg,1.0,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.","14,540",31.69,23.34,29.12,37.62,-0.4,-2.7,4.100000000000001,True,False
8,mfg,1.0,17-3024.01,Robotics Technicians,"Build, install, test, or maintain robotic equipment or related automated production systems.","14,540",31.69,23.34,29.12,37.62,-0.4,-2.7,4.100000000000001,True,False
9,mfg,1.0,17-3026.00,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.","66,560",30.52,23.44,29.43,36.30,2.2,3.2,4.41,True,True
10,mfg,1.0,17-3027.00,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.","39,610",31.02,23.59,29.8,37.17,0.3,0.6,4.780000000000001,True,True
11,mfg,1.0,17-3028.00,Calibration Technologists and Technicians,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.","10,790",32.31,23.52,29.83,38.48,0.5,4.4,4.809999999999999,True,True
12,mfg,1.0,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other","All engineering technologists and technicians, except drafters, not listed separately.","70,250",33.92,23.63,31.5,41.31,2.3,3.1,6.48,True,True
13,mfg,1.0,17-3029.01,Non-Destructive Testing Specialists,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment.","70,250",33.92,23.63,31.5,41.31,2.3,3.1,6.48,True,True
14,mfg,1.0,19-4099.01,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.","70,770",27.78,18.93,24.18,31.61,3.0,3.8,-0.8399999999999999,False,True
15,mfg,1.0,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches.","15,390",24.76,18.66,23.2,29.01,0.4,2.5,-1.8200000000000003,False,True
16,mfg,1.0,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.","51,650",32.05,24.63,30.78,37.71,-0.4,-0.7,5.760000000000002,True,False
17,mfg,1.0,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.","9,450",21.98,17.48,20.0,24.63,-1.7,-18.0,-5.02,False,False
18,mfg,1.0,49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans.","386,120",29.32,23.16,28.76,34.50,59.9,14.9,3.740000000000002,True,True
19,mfg,1.0,49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance.","62,770",26.88,20.95,25.63,31.11,3.5,5.5,0.6099999999999994,True,True
20,mfg,1.0,51-2021.00,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.","10,860",21.56,17.64,20.75,24.40,-1.8,-16.6,-4.27,False,False
23,mfg,1.0,51-2031.00,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing.","50,120",24.99,19.21,24.45,30.88,-9.6,-18.9,-0.5700000000000003,False,False
24,mfg,1.0,51-2041.00,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products.","58,870",23.50,18.75,22.69,27.06,-9.8,-16.4,-2.3299999999999983,False,False
25,mfg,1.0,51-2051.00,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products.","21,910",19.85,16.80,18.32,22.43,-0.1,-0.3,-6.699999999999999,False,False
26,mfg,1.0,51-2061.00,Timing Device Assemblers and Adjusters,"Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.",370,22.35,17.09,20.33,24.76,-0.1,-18.7,-4.690000000000001,False,False
29,mfg,1.0,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes.","63,490",20.47,16.91,19.22,23.16,-1.2,-1.9,-5.800000000000001,False,False
30,mfg,1.0,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.","10,650",22.57,18.19,22.37,26.41,-1.6,-14.6,-2.6499999999999986,False,False
31,mfg,1.0,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate, or to flatten, temper, or reduce gauge of material.","27,900",23.20,18.35,22.26,26.82,-3.1,-11.0,-2.759999999999998,False,False
32,mfg,1.0,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material.","182,460",20.31,16.93,18.91,22.85,-20.1,-10.9,-6.109999999999999,False,False
33,mfg,1.0,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces.","6,470",21.81,17.70,20.41,24.60,-1.2,-18.3,-4.609999999999999,False,False
34,mfg,1.0,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces.","73,800",20.21,16.83,18.71,22.83,-7.1,-9.5,-6.309999999999999,False,False
35,mfg,1.0,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock.","19,410",22.99,18.16,22.61,26.50,-1.9,-9.4,-2.41,False,False
36,mfg,1.0,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.","15,480",23.65,18.10,22.53,28.37,-2.2,-13.9,-2.4899999999999984,False,False
37,mfg,1.0,51-4041.00,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments out of metal. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures.","316,860",24.72,18.79,23.32,29.27,6.3,1.9,-1.6999999999999993,False,True
38,mfg,1.0,51-4051.00,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.","19,320",25.70,20.05,24.18,30.42,-1.6,-8.2,-0.8399999999999999,False,False
39,mfg,1.0,51-4052.00,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.,"6,070",22.41,17.95,21.67,25.52,-0.6,-9.1,-3.349999999999998,False,False
40,mfg,1.0,51-4061.00,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers.","3,350",28.95,21.83,27.7,36.59,-0.6,-18.8,2.6799999999999997,True,False
41,mfg,1.0,51-4062.00,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates.","2,230",26.67,21.50,26.43,31.85,-0.5,-21.6,1.4100000000000001,True,False
42,mfg,1.0,51-4071.00,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.,"11,330",20.19,16.81,19.29,23.25,-2.7,-23.5,-5.73,False,False
43,mfg,1.0,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products.","165,820",19.08,15.22,17.81,21.93,-6.2,-3.7,-7.210000000000001,False,False
44,mfg,1.0,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot.","137,060",20.21,16.51,18.85,23.06,0.8,0.6,-6.169999999999998,False,True
45,mfg,1.0,51-4111.00,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists' hand tools.","61,730",28.55,22.92,28.75,34.16,-5.3,-8.5,3.7300000000000004,True,False
46,mfg,1.0,51-4121.00,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.","408,990",24.26,18.98,22.86,27.93,6.2,1.4,-2.16,False,True
47,mfg,1.0,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.","30,940",22.17,17.92,21.6,24.87,-2.8,-8.4,-3.419999999999998,False,False
48,mfg,1.0,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.","15,600",21.01,17.32,19.66,23.63,-1.5,-9.1,-5.359999999999999,False,False
49,mfg,1.0,51-4192.00,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.","6,890",27.00,23.55,28.01,30.30,-0.7,-10.2,2.990000000000002,True,False
50,mfg,1.0,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.","32,050",19.37,15.63,18.22,22.03,-3.1,-9.4,-6.800000000000001,False,False
51,mfg,1.0,51-4194.00,"Tool Grinders, Filers, and Sharpeners","Perform precision smoothing, sharpening, polishing, or grinding of metal objects.","5,320",22.14,16.86,20.16,26.00,-0.5,-8.5,-4.859999999999999,False,False
52,mfg,1.0,51-4199.00,"Metal Workers and Plastic Workers, All Other",All metal workers and plastic workers not listed separately.,"21,030",20.18,16.50,18.43,22.62,-1.7,-7.8,-6.59,False,False
53,mfg,1.0,51-9161.00,Computer Numerically Controlled Tool Operators,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.","179,360",23.05,18.25,22.48,26.94,-14.6,-8.1,-2.539999999999999,False,False
54,mfg,1.0,51-9162.00,Computer Numerically Controlled Tool Programmers,"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.","28,120",31.05,24.35,29.23,36.57,4.6,16.0,4.210000000000001,True,True
55,mfg,1.0,51-9191.00,Adhesive Bonding Machine Operators and Tenders,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.","11,320",19.28,15.01,18.65,22.77,-0.3,-2.2,-6.370000000000001,False,False
56,wireless,2.0,15-1231.00,Computer Network Support Specialists,"Analyze, test, troubleshoot, and evaluate existing network systems, such as local area networks (LAN), wide area networks (WAN), cloud networks, servers, and other data communications networks. Perform network maintenance to ensure networks operate correctly with minimal interruption.","168,920",36.57,25.05,32.72,42.82,12.5,7.0,7.699999999999999,True,True
57,wireless,2.0,15-1232.00,Computer User Support Specialists,"Provide technical assistance to computer users. Answer questions or resolve computer problems for clients in person, via telephone, or electronically. May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems.","696,830",29.61,21.79,27.83,35.44,36.8,5.0,2.8099999999999987,True,True
58,wireless,2.0,15-1241.00,Computer Network Architects,"Design and implement computer and information networks, such as local area networks (LAN), wide area networks (WAN), intranets, extranets, and other data communications networks. Perform network modeling, analysis, and planning, including analysis of capacity needs for network infrastructures. May also design network and computer security measures. May research and recommend network and data communications hardware and software.","173,920",62.25,45.86,61.01,77.06,6.3,3.5,35.989999999999995,True,True
59,wireless,2.0,15-1241.01,Telecommunications Engineering Specialists,"Design or configure wired, wireless, and satellite communications systems for voice, video, and data services. Supervise installation, service, and maintenance.","173,920",62.25,45.86,61.01,77.06,6.3,3.5,35.989999999999995,True,True
60,wireless,2.0,15-1244.00,Network and Computer Systems Administrators,"Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.","325,930",46.71,33.71,43.52,55.32,8.3,2.5,18.500000000000004,True,True
61,wireless,2.0,17-2072.00,"Electronics Engineers, Except Computer","Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.","106,640",56.95,41.44,52.0,66.28,7.9,7.2,26.98,True,True
62,wireless,2.0,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.","13,020",30.08,22.31,28.71,37.14,0.5,3.4,3.6900000000000013,True,True
63,wireless,2.0,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.","168,180",29.65,22.45,28.83,36.80,11.0,6.3,3.8099999999999987,True,True
64,wireless,2.0,49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.","107,670",30.90,22.21,29.13,39.88,7.5,6.7,4.109999999999999,True,True
65,space,2.0,17-2011.00,Aerospace Engineers,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.","61,580",61.10,46.94,61.0,77.33,3.9,6.1,35.980000000000004,True,True
66,space,2.0,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.","9,750",37.05,27.69,35.78,46.23,0.8,8.3,10.760000000000002,True,True
67,space,2.0,19-2021.00,Atmospheric and Space Scientists,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology.","9,900",45.01,31.83,40.28,55.48,0.5,4.4,15.260000000000002,True,True
68,space,2.0,49-2091.00,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.","20,200",35.93,28.25,36.27,43.26,0.9,4.3,11.250000000000004,True,True
69,space,2.0,49-3011.00,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.","134,070",34.92,26.79,33.66,40.55,6.1,4.3,8.639999999999997,True,True
70,space,2.0,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.","32,140",28.90,22.53,28.09,36.24,-5.1,-15.2,3.0700000000000003,True,False
71,mtls,2.0,17-2131.00,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.","21,510",50.69,37.78,48.15,62.63,1.1,5.1,23.13,True,True
72,mtls,2.0,17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
73,mtls,2.0,17-3029.08,Photonics Technicians,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.","70,250",33.92,23.63,31.5,41.31,2.3,3.1,6.48,True,True
74,mtls,2.0,19-2012.00,Physicists,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories.","18,840",72.18,51.95,68.68,84.75,1.0,4.7,43.66000000000001,True,True
75,mtls,2.0,19-2032.00,Materials Scientists,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.","7,620",53.22,38.89,50.18,65.03,0.4,5.1,25.16,True,True
76,mtls,2.0,51-8091.00,Chemical Plant and System Operators,Control or operate entire chemical processes or system of machines.,"18,710",38.12,29.65,39.75,47.81,-0.6,-3.2,14.73,True,False
77,mtls,2.0,51-9011.00,Chemical Equipment Operators and Tenders,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.","115,370",26.06,18.92,23.72,30.69,-6.6,-5.5,-1.3000000000000007,False,False
78,mtls,2.0,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.","52,470",23.55,17.88,22.24,27.32,1.9,3.4,-2.780000000000001,False,True
79,mtls,2.0,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.","108,900",21.74,17.50,20.87,24.49,1.7,1.5,-4.149999999999999,False,True
80,micro,2.0,17-2061.00,Computer Hardware Engineers,"Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.","74,640",67.71,49.76,63.64,80.64,3.6,4.6,38.620000000000005,True,True
81,micro,2.0,17-2071.00,Electrical Engineers,"Research, design, develop, test, or supervise the manufacturing and installation of electrical equipment, components, or systems for commercial, industrial, military, or scientific use.","182,210",54.83,38.73,49.67,63.89,7.9,4.2,24.650000000000002,True,True
82,micro,2.0,17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
83,micro,2.0,17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
84,micro,2.0,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.","99,050",34.04,25.19,31.92,39.37,0.8,0.8,6.900000000000002,True,True
85,micro,2.0,17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.","66,560",30.52,23.44,29.43,36.30,2.2,3.2,4.41,True,True
86,micro,2.0,19-2031.00,Chemists,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.,"83,940",43.53,29.79,38.78,52.53,5.4,6.2,13.760000000000002,True,True
87,micro,2.0,51-9141.00,Semiconductor Processing Technicians,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.","23,860",23.25,17.84,21.49,26.75,2.0,8.0,-3.530000000000001,False,True
88,micro,2.0,51-9194.00,Etchers and Engravers,"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.","8,400",19.69,15.31,18.26,22.13,0.0,-0.2,-6.759999999999998,False,False
89,integsens,2.0,17-2072.01,Radio Frequency Identification Device Specialists,Design and implement radio frequency identification device (RFID) systems used to track shipments or goods.,"106,640",56.95,41.44,52.0,66.28,7.9,7.2,26.98,True,True
90,integsens,2.0,19-2099.01,Remote Sensing Scientists and Technologists,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.","19,820",55.88,38.72,51.91,68.92,0.5,2.1,26.889999999999997,True,True
91,integsens,2.0,19-4099.03,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.","70,770",27.78,18.93,24.18,31.61,3.0,3.8,-0.8399999999999999,False,True
92,stats,3.0,15-2011.00,Actuaries,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.","25,010",61.34,40.77,54.8,74.84,7.0,23.2,29.779999999999998,True,True
93,stats,3.0,15-2021.00,Mathematicians,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods.","2,070",54.74,39.48,53.9,67.34,0.1,2.2,28.88,True,True
94,stats,3.0,15-2031.00,Operations Research Analysts,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.","105,080",46.07,30.80,41.21,54.80,24.7,22.5,16.19,True,True
95,stats,3.0,15-2041.00,Statisticians,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.","30,780",50.73,36.71,47.56,62.05,10.5,31.6,22.540000000000003,True,True
96,stats,3.0,15-2041.01,Biostatisticians,Develop and apply biostatistical theory and methods to the study of life sciences.,"30,780",50.73,36.71,47.56,62.05,10.5,31.6,22.540000000000003,True,True
97,renew,3.0,17-2141.01,Fuel Cell Engineers,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications.","277,560",48.47,37.01,46.31,58.98,28.5,10.0,21.290000000000003,True,True
98,renew,3.0,17-2199.03,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
99,renew,3.0,17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,"150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
100,renew,3.0,17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.","150,420",53.50,38.30,50.29,65.05,5.7,3.3,25.27,True,True
101,renew,3.0,19-2041.00,"Environmental Scientists and Specialists, Including Health","Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or public health. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.","77,270",40.30,28.39,36.77,48.40,4.9,6.1,11.750000000000004,True,True
